State/Region,Year,Insurance Type,Population,Percentage
Arkansas,2010,Total,754,100
Arkansas,2010,Any Coverage,697,92.5
Arkansas,2010,Uninsured,56,7.5
Arkansas,2010,Private,355,47.2
Arkansas,2010,Employer-based,304,40.4
Arkansas,2010,Direct-purchase,52,6.9
Arkansas,2010,TRICARE,16,2.1
Arkansas,2010,Public,368,48.9
Arkansas,2010,Medicaid,366,48.6
Arkansas,2010,Medicare,3,0.5
Arkansas,2010,VA Care,1,0.1
Arkansas,2009,Total,750,100
Arkansas,2009,Any Coverage,697,93
Arkansas,2009,Uninsured,53,7
Arkansas,2009,Private,376,50.1
Arkansas,2009,Employer-based,324,43.2
Arkansas,2009,Direct-purchase,50,6.7
Arkansas,2009,TRICARE,20,2.7
Arkansas,2009,Public,350,46.7
Arkansas,2009,Medicaid,346,46.2
Arkansas,2009,Medicare,5,0.6
Arkansas,2009,VA Care,1,0.1
Arkansas,2008,Total,747,100
Arkansas,2008,Any Coverage,682,91.2
Arkansas,2008,Uninsured,66,8.8
Arkansas,2008,Private,372,49.7
Arkansas,2008,Employer-based,318,42.5
Arkansas,2008,Direct-purchase,61,8.2
Arkansas,2008,TRICARE,17,2.3
Arkansas,2008,Public,342,45.7
Arkansas,2008,Medicaid,338,45.2
Arkansas,2008,Medicare,8,1
Arkansas,2008,VA Care,2,0.2
California,2022,Total,9017,100
California,2022,Any Coverage,8729,96.8
California,2022,Uninsured,287,3.2
California,2022,Private,5285,58.6
California,2022,Employer-based,4541,50.4
California,2022,Direct-purchase,798,8.8
California,2022,TRICARE,164,1.8
California,2022,Public,3946,43.8
California,2022,Medicaid,3899,43.2
California,2022,Medicare,84,0.9
California,2022,VA Care,13,0.1
California,2021,Total,9275,100
California,2021,Any Coverage,8953,96.5
California,2021,Uninsured,321,3.5
California,2021,Private,5406,58.3
California,2021,Employer-based,4662,50.3
California,2021,Direct-purchase,787,8.5
California,2021,TRICARE,163,1.8
California,2021,Public,4061,43.8
California,2021,Medicaid,4012,43.3
California,2021,Medicare,83,0.9
California,2021,VA Care,12,0.1
California,2019,Total,9405,100
California,2019,Any Coverage,9071,96.4
California,2019,Uninsured,334,3.6
California,2019,Private,5434,57.8
California,2019,Employer-based,4715,50.1
California,2019,Direct-purchase,721,7.7
California,2019,TRICARE,170,1.8
California,2019,Public,4017,42.7
California,2019,Medicaid,3970,42.2
California,2019,Medicare,67,0.7
California,2019,VA Care,11,0.1
California,2018,Total,9514,100
California,2018,Any Coverage,9216,96.9
California,2018,Uninsured,299,3.1
California,2018,Private,5461,57.4
California,2018,Employer-based,4692,49.3
California,2018,Direct-purchase,763,8
California,2018,TRICARE,169,1.8
California,2018,Public,4140,43.5
California,2018,Medicaid,4104,43.1
California,2018,Medicare,56,0.6
California,2018,VA Care,13,0.1
California,2017,Total,9567,100
California,2017,Any Coverage,9267,96.9
California,2017,Uninsured,301,3.1
California,2017,Private,5448,56.9
California,2017,Employer-based,4673,48.8
California,2017,Direct-purchase,760,7.9
California,2017,TRICARE,156,1.6
California,2017,Public,4195,43.8
California,2017,Medicaid,4125,43.1
California,2017,Medicare,107,1.1
California,2017,VA Care,7,0.1
California,2016,Total,9603,100
California,2016,Any Coverage,9304,96.9
California,2016,Uninsured,300,3.1
California,2016,Private,5334,55.5
California,2016,Employer-based,4572,47.6
California,2016,Direct-purchase,728,7.6
California,2016,TRICARE,163,1.7
California,2016,Public,4354,45.3
California,2016,Medicaid,4289,44.7
California,2016,Medicare,100,1
California,2016,VA Care,5,0.1
California,2015,Total,9655,100
California,2015,Any Coverage,9313,96.5
California,2015,Uninsured,343,3.5
California,2015,Private,5337,55.3
California,2015,Employer-based,4546,47.1
California,2015,Direct-purchase,757,7.8
California,2015,TRICARE,157,1.6
California,2015,Public,4347,45
California,2015,Medicaid,4295,44.5
California,2015,Medicare,71,0.7
California,2015,VA Care,10,0.1
California,2014,Total,9680,100
California,2014,Any Coverage,9121,94.2
California,2014,Uninsured,559,5.8
California,2014,Private,5365,55.4
California,2014,Employer-based,4572,47.2
California,2014,Direct-purchase,744,7.7
California,2014,TRICARE,158,1.6
California,2014,Public,4073,42.1
California,2014,Medicaid,4024,41.6
California,2014,Medicare,76,0.8
California,2014,VA Care,6,0.1
California,2013,Total,9715,100
California,2013,Any Coverage,8951,92.1
California,2013,Uninsured,764,7.9
California,2013,Private,5280,54.3
California,2013,Employer-based,4513,46.5
California,2013,Direct-purchase,737,7.6
California,2013,TRICARE,147,1.5
California,2013,Public,3959,40.8
California,2013,Medicaid,3901,40.2
California,2013,Medicare,78,0.8
California,2013,VA Care,9,0.1
California,2012,Total,9785,100
California,2012,Any Coverage,8965,91.6
California,2012,Uninsured,820,8.4
California,2012,Private,5358,54.8
California,2012,Employer-based,4568,46.7
California,2012,Direct-purchase,810,8.3
California,2012,TRICARE,158,1.6
California,2012,Public,3917,40
California,2012,Medicaid,3872,39.6
California,2012,Medicare,76,0.8
California,2012,VA Care,8,0.1
California,2011,Total,9830,100
California,2011,Any Coverage,8984,91.4
California,2011,Uninsured,846,8.6
California,2011,Private,5431,55.2
California,2011,Employer-based,4617,47
California,2011,Direct-purchase,851,8.7
California,2011,TRICARE,151,1.5
California,2011,Public,3854,39.2
California,2011,Medicaid,3814,38.8
California,2011,Medicare,65,0.7
California,2011,VA Care,9,0.1
California,2010,Total,9876,100
California,2010,Any Coverage,8933,90.5
California,2010,Uninsured,943,9.5
California,2010,Private,5487,55.6
California,2010,Employer-based,4641,47
California,2010,Direct-purchase,879,8.9
California,2010,TRICARE,159,1.6
California,2010,Public,3752,38
California,2010,Medicaid,3705,37.5
California,2010,Medicare,74,0.8
California,2010,VA Care,10,0.1
California,2009,Total,9985,100
California,2009,Any Coverage,8988,90
California,2009,Uninsured,997,10
California,2009,Private,5777,57.9
California,2009,Employer-based,4887,48.9
California,2009,Direct-purchase,977,9.8
California,2009,TRICARE,154,1.5
California,2009,Public,3500,35
California,2009,Medicaid,3450,34.5
California,2009,Medicare,79,0.8
California,2009,VA Care,8,0.1
California,2008,Total,9946,100
California,2008,Any Coverage,8898,89.5
California,2008,Uninsured,1048,10.5
California,2008,Private,5961,59.9
California,2008,Employer-based,5050,50.8
California,2008,Direct-purchase,1089,11
California,2008,TRICARE,158,1.6
California,2008,Public,3248,32.7
California,2008,Medicaid,3192,32.1
California,2008,Medicare,88,0.9
California,2008,VA Care,9,0.1
Colorado,2022,Total,1285,100
Colorado,2022,Any Coverage,1223,95.2
Colorado,2022,Uninsured,62,4.8
Colorado,2022,Private,848,66
Colorado,2022,Employer-based,719,56
Colorado,2022,Direct-purchase,106,8.2
Colorado,2022,TRICARE,56,4.3
Colorado,2022,Public,438,34.1
Colorado,2022,Medicaid,430,33.5
Colorado,2022,Medicare,11,0.8
Colorado,2022,VA Care,3,0.3
Colorado,2021,Total,1318,100
Colorado,2021,Any Coverage,1257,95.4
Colorado,2021,Uninsured,61,4.6
Colorado,2021,Private,863,65.5
Colorado,2021,Employer-based,735,55.8
Colorado,2021,Direct-purchase,94,7.2
Colorado,2021,TRICARE,61,4.6
Colorado,2021,Public,463,35.1
Colorado,2021,Medicaid,460,34.9
Colorado,2021,Medicare,5,0.4
Colorado,2021,VA Care,2,0.1
Colorado,2019,Total,1331,100
Colorado,2019,Any Coverage,1258,94.5
Colorado,2019,Uninsured,73,5.5
Colorado,2019,Private,870,65.4
Colorado,2019,Employer-based,739,55.5
Colorado,2019,Direct-purchase,103,7.8
Colorado,2019,TRICARE,57,4.3
Colorado,2019,Public,430,32.3
Colorado,2019,Medicaid,426,32
Colorado,2019,Medicare,6,0.4
Colorado,2019,VA Care,2,0.1
Colorado,2018,Total,1345,100
Colorado,2018,Any Coverage,1283,95.4
Colorado,2018,Uninsured,62,4.6
Colorado,2018,Private,871,64.8
Colorado,2018,Employer-based,740,55
Colorado,2018,Direct-purchase,105,7.8
Colorado,2018,TRICARE,54,4
Colorado,2018,Public,462,34.4
Colorado,2018,Medicaid,458,34.1
Colorado,2018,Medicare,8,0.6
Colorado,2018,VA Care,2,0.1
Colorado,2017,Total,1334,100
Colorado,2017,Any Coverage,1277,95.7
Colorado,2017,Uninsured,57,4.3
Colorado,2017,Private,847,63.5
Colorado,2017,Employer-based,700,52.5
Colorado,2017,Direct-purchase,111,8.3
Colorado,2017,TRICARE,60,4.5
Colorado,2017,Public,480,35.9
Colorado,2017,Medicaid,473,35.4
Colorado,2017,Medicare,10,0.8
Colorado,2017,VA Care,1,0.1
Colorado,2016,Total,1331,100
Colorado,2016,Any Coverage,1274,95.7
Colorado,2016,Uninsured,57,4.3
Colorado,2016,Private,849,63.8
Colorado,2016,Employer-based,697,52.4
Colorado,2016,Direct-purchase,120,9
Colorado,2016,TRICARE,55,4.1
Colorado,2016,Public,474,35.6
Colorado,2016,Medicaid,469,35.2
Colorado,2016,Medicare,7,0.5
Colorado,2016,VA Care,2,0.1
Colorado,2015,Total,1328,100
Colorado,2015,Any Coverage,1270,95.6
Colorado,2015,Uninsured,58,4.4
Colorado,2015,Private,848,63.9
Colorado,2015,Employer-based,695,52.3
Colorado,2015,Direct-purchase,127,9.5
Colorado,2015,TRICARE,55,4.1
Colorado,2015,Public,469,35.4
Colorado,2015,Medicaid,462,34.8
Colorado,2015,Medicare,10,0.8
Colorado,2015,VA Care,1,0.1
Colorado,2014,Total,1317,100
Colorado,2014,Any Coverage,1240,94.2
Colorado,2014,Uninsured,77,5.8
Colorado,2014,Private,834,63.3
Colorado,2014,Employer-based,687,52.1
Colorado,2014,Direct-purchase,106,8.1
Colorado,2014,TRICARE,59,4.5
Colorado,2014,Public,452,34.3
Colorado,2014,Medicaid,447,33.9
Colorado,2014,Medicare,6,0.5
Colorado,2014,VA Care,2,0.2
Colorado,2013,Total,1316,100
Colorado,2013,Any Coverage,1200,91.2
Colorado,2013,Uninsured,116,8.8
Colorado,2013,Private,838,63.7
Colorado,2013,Employer-based,682,51.8
Colorado,2013,Direct-purchase,114,8.7
Colorado,2013,TRICARE,68,5.2
Colorado,2013,Public,403,30.6
Colorado,2013,Medicaid,396,30.1
Colorado,2013,Medicare,8,0.6
Colorado,2013,VA Care,2,0.2
Colorado,2012,Total,1307,100
Colorado,2012,Any Coverage,1184,90.5
Colorado,2012,Uninsured,124,9.5
Colorado,2012,Private,821,62.8
Colorado,2012,Employer-based,682,52.2
Colorado,2012,Direct-purchase,108,8.3
Colorado,2012,TRICARE,57,4.3
Colorado,2012,Public,397,30.4
Colorado,2012,Medicaid,391,29.9
Colorado,2012,Medicare,7,0.5
Colorado,2012,VA Care,2,0.1
Colorado,2011,Total,1296,100
Colorado,2011,Any Coverage,1168,90.1
Colorado,2011,Uninsured,128,9.9
Colorado,2011,Private,839,64.8
Colorado,2011,Employer-based,695,53.6
Colorado,2011,Direct-purchase,128,9.9
Colorado,2011,TRICARE,50,3.8
Colorado,2011,Public,370,28.5
Colorado,2011,Medicaid,364,28.1
Colorado,2011,Medicare,9,0.7
Colorado,2011,VA Care,1,0.1
Colorado,2010,Total,1300,100
Colorado,2010,Any Coverage,1161,89.3
Colorado,2010,Uninsured,139,10.7
Colorado,2010,Private,845,65
Colorado,2010,Employer-based,694,53.4
Colorado,2010,Direct-purchase,120,9.2
Colorado,2010,TRICARE,53,4.1
Colorado,2010,Public,348,26.8
Colorado,2010,Medicaid,344,26.5
Colorado,2010,Medicare,6,0.5
Colorado,2010,VA Care,1,0.1
Colorado,2009,Total,1299,100
Colorado,2009,Any Coverage,1161,89.4
Colorado,2009,Uninsured,138,10.6
Colorado,2009,Private,869,66.9
Colorado,2009,Employer-based,718,55.3
Colorado,2009,Direct-purchase,133,10.2
Colorado,2009,TRICARE,50,3.9
Colorado,2009,Public,323,24.8
Colorado,2009,Medicaid,315,24.2
Colorado,2009,Medicare,10,0.8
Colorado,2009,VA Care,1,0.1
Colorado,2008,Total,1274,100
Colorado,2008,Any Coverage,1095,85.9
Colorado,2008,Uninsured,179,14.1
Colorado,2008,Private,872,68.4
Colorado,2008,Employer-based,731,57.4
Colorado,2008,Direct-purchase,138,10.8
Colorado,2008,TRICARE,47,3.7
Colorado,2008,Public,255,20
Colorado,2008,Medicaid,248,19.5
Colorado,2008,Medicare,9,0.7
Colorado,2008,VA Care,1,0.1
Connecticut,2022,Total,781,100
Connecticut,2022,Any Coverage,756,96.8
Connecticut,2022,Uninsured,25,3.2
Connecticut,2022,Private,509,65.3
Connecticut,2022,Employer-based,462,59.2
Connecticut,2022,Direct-purchase,52,6.6
Connecticut,2022,TRICARE,8,1
Connecticut,2022,Public,287,36.8
Connecticut,2022,Medicaid,286,36.7
Connecticut,2022,Medicare,3,0.4
Connecticut,2022,VA Care,,
Connecticut,2021,Total,775,100
Connecticut,2021,Any Coverage,757,97.6
Connecticut,2021,Uninsured,19,2.4
Connecticut,2021,Private,504,65
Connecticut,2021,Employer-based,458,59.1
Connecticut,2021,Direct-purchase,49,6.3
Connecticut,2021,TRICARE,12,1.5
Connecticut,2021,Public,292,37.6
Connecticut,2021,Medicaid,290,37.4
Connecticut,2021,Medicare,3,0.4
Connecticut,2021,VA Care,1,0.1
Connecticut,2019,Total,773,100
Connecticut,2019,Any Coverage,746,96.5
Connecticut,2019,Uninsured,27,3.5
Connecticut,2019,Private,498,64.4
Connecticut,2019,Employer-based,457,59.1
Connecticut,2019,Direct-purchase,41,5.3
Connecticut,2019,TRICARE,10,1.3
Connecticut,2019,Public,284,36.7
Connecticut,2019,Medicaid,283,36.5
Connecticut,2019,Medicare,2,0.2
Connecticut,2019,VA Care,1,0.1
Connecticut,2018,Total,789,100
Connecticut,2018,Any Coverage,769,97.4
Connecticut,2018,Uninsured,20,2.6
Connecticut,2018,Private,518,65.7
Connecticut,2018,Employer-based,475,60.2
Connecticut,2018,Direct-purchase,46,5.9
Connecticut,2018,TRICARE,11,1.4
Connecticut,2018,Public,280,35.5
Connecticut,2018,Medicaid,279,35.3
Connecticut,2018,Medicare,4,0.5
Connecticut,2018,VA Care,1,0.1
Connecticut,2017,Total,793,100
Connecticut,2017,Any Coverage,769,96.9
Connecticut,2017,Uninsured,24,3.1
Connecticut,2017,Private,526,66.4
Connecticut,2017,Employer-based,473,59.6
Connecticut,2017,Direct-purchase,55,6.9
Connecticut,2017,TRICARE,11,1.4
Connecticut,2017,Public,275,34.6
Connecticut,2017,Medicaid,273,34.4
Connecticut,2017,Medicare,3,0.4
Connecticut,2017,VA Care,,
Connecticut,2016,Total,804,100
Connecticut,2016,Any Coverage,781,97.2
Connecticut,2016,Uninsured,23,2.8
Connecticut,2016,Private,530,66
Connecticut,2016,Employer-based,478,59.5
Connecticut,2016,Direct-purchase,52,6.4
Connecticut,2016,TRICARE,10,1.2
Connecticut,2016,Public,282,35.1
Connecticut,2016,Medicaid,281,35
Connecticut,2016,Medicare,2,0.2
Connecticut,2016,VA Care,,
Connecticut,2015,Total,818,100
Connecticut,2015,Any Coverage,789,96.5
Connecticut,2015,Uninsured,29,3.5
Connecticut,2015,Private,550,67.2
Connecticut,2015,Employer-based,498,60.9
Connecticut,2015,Direct-purchase,52,6.4
Connecticut,2015,TRICARE,8,0.9
Connecticut,2015,Public,270,33
Connecticut,2015,Medicaid,268,32.7
Connecticut,2015,Medicare,4,0.5
Connecticut,2015,VA Care,,
Connecticut,2014,Total,827,100
Connecticut,2014,Any Coverage,794,96
Connecticut,2014,Uninsured,33,4
Connecticut,2014,Private,543,65.7
Connecticut,2014,Employer-based,493,59.6
Connecticut,2014,Direct-purchase,50,6
Connecticut,2014,TRICARE,9,1.1
Connecticut,2014,Public,278,33.6
Connecticut,2014,Medicaid,277,33.4
Connecticut,2014,Medicare,2,0.3
Connecticut,2014,VA Care,1,0.1
Connecticut,2013,Total,839,100
Connecticut,2013,Any Coverage,802,95.5
Connecticut,2013,Uninsured,38,4.5
Connecticut,2013,Private,557,66.3
Connecticut,2013,Employer-based,506,60.3
Connecticut,2013,Direct-purchase,52,6.1
Connecticut,2013,TRICARE,13,1.5
Connecticut,2013,Public,273,32.5
Connecticut,2013,Medicaid,271,32.3
Connecticut,2013,Medicare,5,0.6
Connecticut,2013,VA Care,,
Connecticut,2012,Total,846,100
Connecticut,2012,Any Coverage,812,96
Connecticut,2012,Uninsured,34,4
Connecticut,2012,Private,576,68.1
Connecticut,2012,Employer-based,528,62.4
Connecticut,2012,Direct-purchase,57,6.7
Connecticut,2012,TRICARE,9,1
Connecticut,2012,Public,266,31.5
Connecticut,2012,Medicaid,264,31.2
Connecticut,2012,Medicare,3,0.4
Connecticut,2012,VA Care,,
Connecticut,2011,Total,858,100
Connecticut,2011,Any Coverage,831,96.9
Connecticut,2011,Uninsured,27,3.1
Connecticut,2011,Private,600,69.9
Connecticut,2011,Employer-based,551,64.2
Connecticut,2011,Direct-purchase,62,7.3
Connecticut,2011,TRICARE,9,1.1
Connecticut,2011,Public,257,29.9
Connecticut,2011,Medicaid,255,29.8
Connecticut,2011,Medicare,2,0.2
Connecticut,2011,VA Care,,
Connecticut,2010,Total,865,100
Connecticut,2010,Any Coverage,837,96.8
Connecticut,2010,Uninsured,28,3.2
Connecticut,2010,Private,616,71.2
Connecticut,2010,Employer-based,566,65.4
Connecticut,2010,Direct-purchase,63,7.2
Connecticut,2010,TRICARE,11,1.3
Connecticut,2010,Public,246,28.4
Connecticut,2010,Medicaid,244,28.2
Connecticut,2010,Medicare,3,0.3
Connecticut,2010,VA Care,,
Connecticut,2009,Total,860,100
Connecticut,2009,Any Coverage,826,96
Connecticut,2009,Uninsured,35,4
Connecticut,2009,Private,631,73.3
Connecticut,2009,Employer-based,580,67.3
Connecticut,2009,Direct-purchase,71,8.3
Connecticut,2009,TRICARE,7,0.8
Connecticut,2009,Public,217,25.2
Connecticut,2009,Medicaid,215,25
Connecticut,2009,Medicare,2,0.3
Connecticut,2009,VA Care,1,0.1
Connecticut,2008,Total,865,100
Connecticut,2008,Any Coverage,822,95.1
Connecticut,2008,Uninsured,43,4.9
Connecticut,2008,Private,650,75.2
Connecticut,2008,Employer-based,601,69.5
Connecticut,2008,Direct-purchase,81,9.3
Connecticut,2008,TRICARE,9,1.1
Connecticut,2008,Public,200,23.2
Connecticut,2008,Medicaid,199,23
Connecticut,2008,Medicare,4,0.5
Connecticut,2008,VA Care,,
Delaware,2022,Total,223,100
Delaware,2022,Any Coverage,215,96.6
Delaware,2022,Uninsured,7,3.4
Delaware,2022,Private,144,64.5
Delaware,2022,Employer-based,126,56.4
Delaware,2022,Direct-purchase,18,8.1
Delaware,2022,TRICARE,7,3.3
Delaware,2022,Public,85,38.4
Delaware,2022,Medicaid,85,38.1
Delaware,2022,Medicare,1,0.4
Delaware,2022,VA Care,,0.1
Delaware,2021,Total,222,100
Delaware,2021,Any Coverage,214,96.3
Delaware,2021,Uninsured,8,3.7
Delaware,2021,Private,142,64.2
Delaware,2021,Employer-based,127,57.3
Delaware,2021,Direct-purchase,17,7.6
Delaware,2021,TRICARE,6,2.5
Delaware,2021,Public,85,38.5
Delaware,2021,Medicaid,85,38.5
Delaware,2021,Medicare,,0.1
Delaware,2021,VA Care,0,0
Delaware,2019,Total,215,100
Delaware,2019,Any Coverage,205,95.2
Delaware,2019,Uninsured,10,4.8
Delaware,2019,Private,132,61.4
Delaware,2019,Employer-based,118,54.9
Delaware,2019,Direct-purchase,14,6.4
Delaware,2019,TRICARE,8,3.5
Delaware,2019,Public,86,39.7
Delaware,2019,Medicaid,85,39.5
Delaware,2019,Medicare,1,0.4
Delaware,2019,VA Care,0,0
Delaware,2018,Total,215,100
Delaware,2018,Any Coverage,207,96.4
Delaware,2018,Uninsured,8,3.6
Delaware,2018,Private,133,62
Delaware,2018,Employer-based,120,55.6
Delaware,2018,Direct-purchase,14,6.5
Delaware,2018,TRICARE,5,2.1
Delaware,2018,Public,82,38
Delaware,2018,Medicaid,82,37.9
Delaware,2018,Medicare,1,0.3
Delaware,2018,VA Care,0,0
Delaware,2017,Total,218,100
Delaware,2017,Any Coverage,211,96.5
Delaware,2017,Uninsured,8,3.5
Delaware,2017,Private,145,66.6
Delaware,2017,Employer-based,130,59.7
Delaware,2017,Direct-purchase,13,5.8
Delaware,2017,TRICARE,8,3.5
Delaware,2017,Public,77,35.4
Delaware,2017,Medicaid,77,35.1
Delaware,2017,Medicare,2,1.1
Delaware,2017,VA Care,,0.2
Delaware,2016,Total,217,100
Delaware,2016,Any Coverage,211,96.9
Delaware,2016,Uninsured,7,3.1
Delaware,2016,Private,140,64.5
Delaware,2016,Employer-based,124,56.9
Delaware,2016,Direct-purchase,14,6.6
Delaware,2016,TRICARE,5,2.5
Delaware,2016,Public,80,36.7
Delaware,2016,Medicaid,79,36.4
Delaware,2016,Medicare,2,0.7
Delaware,2016,VA Care,,
Delaware,2015,Total,217,100
Delaware,2015,Any Coverage,211,97
Delaware,2015,Uninsured,6,3
Delaware,2015,Private,141,64.7
Delaware,2015,Employer-based,126,58
Delaware,2015,Direct-purchase,13,5.8
Delaware,2015,TRICARE,5,2.3
Delaware,2015,Public,82,37.9
Delaware,2015,Medicaid,82,37.6
Delaware,2015,Medicare,2,0.9
Delaware,2015,VA Care,,
Delaware,2014,Total,219,100
Delaware,2014,Any Coverage,206,94.2
Delaware,2014,Uninsured,13,5.8
Delaware,2014,Private,140,64
Delaware,2014,Employer-based,126,57.6
Delaware,2014,Direct-purchase,11,5.2
Delaware,2014,TRICARE,6,2.9
Delaware,2014,Public,76,34.6
Delaware,2014,Medicaid,75,34.1
Delaware,2014,Medicare,2,0.7
Delaware,2014,VA Care,,0.1
Delaware,2013,Total,217,100
Delaware,2013,Any Coverage,207,95.3
Delaware,2013,Uninsured,10,4.7
Delaware,2013,Private,135,62.4
Delaware,2013,Employer-based,124,56.9
Delaware,2013,Direct-purchase,10,4.6
Delaware,2013,TRICARE,6,2.8
Delaware,2013,Public,81,37.4
Delaware,2013,Medicaid,80,36.9
Delaware,2013,Medicare,2,0.9
Delaware,2013,VA Care,,0.1
Delaware,2012,Total,218,100
Delaware,2012,Any Coverage,210,96.3
Delaware,2012,Uninsured,8,3.7
Delaware,2012,Private,138,63.2
Delaware,2012,Employer-based,126,57.5
Delaware,2012,Direct-purchase,13,5.8
Delaware,2012,TRICARE,6,2.5
Delaware,2012,Public,82,37.8
Delaware,2012,Medicaid,81,37.3
Delaware,2012,Medicare,1,0.7
Delaware,2012,VA Care,,0.1
